state_name,state_abbreviation,county_name,county_fips_code,studyyear,female_unemployed_rate,male_unemployed_rate,2022_med_household_inc,population,poverty_rate,1_breadwinner_hh,2_breadwinners_hh,avg_centrebased_care_price,avg_family_childcare_price
Mississippi,MS,Montgomery County,28097,2020,9.4,6.8,43725,9956,29.7,1422,427,94.51727272727273,55.41712860310422
Mississippi,MS,Montgomery County,28097,2021,9.2,8.3,39134,9948,25.5,1551,516,102.27272727272727,55.41712860310422
Mississippi,MS,Montgomery County,28097,2022,6.8,8.9,36845,9803,24.2,1438,413,110.0281818181818,55.41712860310422
Mississippi,MS,Neshoba County,28099,2018,7.3,9.9,43513,29376,23.7,4017,2417,81.78999999999998,52.24636363636364
Mississippi,MS,Neshoba County,28099,2019,8.6,11.6,44065,29332,25.6,4318,2208,88.62000000000002,55.41712860310422
Mississippi,MS,Neshoba County,28099,2020,7.4,11.0,46863,29250,23.6,4223,2347,95.44363636363636,55.41712860310422
Mississippi,MS,Neshoba County,28099,2021,7.4,11.0,47323,29153,25.8,4346,2206,102.27272727272727,55.41712860310422
Mississippi,MS,Neshoba County,28099,2022,8.0,10.6,47400,28970,28.0,4002,2355,109.10181818181819,55.41712860310422
Mississippi,MS,Newton County,28101,2018,7.4,6.4,39921,21524,26.1,2669,1829,83.18818181818182,53.79363636363637
Mississippi,MS,Newton County,28101,2019,5.7,5.2,41711,21360,25.6,2613,1758,89.54545454545455,55.41712860310422
Mississippi,MS,Newton County,28101,2020,5.3,2.5,48502,21215,23.0,2458,1938,95.90818181818182,55.41712860310422
Mississippi,MS,Newton County,28101,2021,6.5,4.3,48538,21385,24.1,2569,1924,102.27272727272727,55.41712860310422
Mississippi,MS,Newton County,28101,2022,5.7,3.0,49160,21275,23.5,2556,2016,108.63727272727273,55.41712860310422
Mississippi,MS,Noxubee County,28103,2018,15.2,5.1,42480,10828,29.5,1745,646,79.80999999999999,49.24909090909091
Mississippi,MS,Noxubee County,28103,2019,16.4,6.0,39189,10700,32.5,1960,444,87.29090909090908,55.41712860310422
Mississippi,MS,Noxubee County,28103,2020,13.4,7.9,42502,10566,29.1,2195,218,94.78181818181817,55.41712860310422
Mississippi,MS,Noxubee County,28103,2021,16.3,3.5,42509,10410,28.0,2188,203,102.27272727272727,55.41712860310422
Mississippi,MS,Noxubee County,28103,2022,13.0,5.4,42298,10261,23.2,2025,257,109.76363636363637,55.41712860310422
Mississippi,MS,Oktibbeha County,28105,2018,9.1,10.5,45784,49481,30.0,4462,3182,96.45818181818184,72.31272727272727
Mississippi,MS,Oktibbeha County,28105,2019,7.9,8.9,46925,49512,30.1,4385,3237,98.39545454545456,55.41712860310422
Mississippi,MS,Oktibbeha County,28105,2020,7.7,9.2,45414,49593,29.0,4470,3343,100.33545454545455,55.41712860310422
Mississippi,MS,Oktibbeha County,28105,2021,7.7,7.3,44792,51339,27.7,4358,3835,102.27272727272727,55.41712860310422
Mississippi,MS,Oktibbeha County,28105,2022,7.3,6.4,42953,51388,28.5,4597,3154,104.21,55.41712860310422
Mississippi,MS,Panola County,28107,2018,6.5,7.9,43144,34243,20.9,4200,3187,84.6,55.26181818181818
Mississippi,MS,Panola County,28107,2019,3.5,10.5,44433,34190,20.3,3887,3293,90.48909090909093,55.41712860310422
Mississippi,MS,Panola County,28107,2020,4.5,11.9,42817,34079,19.6,4156,2860,96.38454545454547,55.41712860310422
Mississippi,MS,Panola County,28107,2021,4.2,10.7,43244,33300,22.0,4499,2700,102.27272727272727,55.41712860310422
Mississippi,MS,Panola County,28107,2022,6.1,12.9,47894,33157,20.4,4641,2671,108.16090909090909,55.41712860310422
Mississippi,MS,Pearl River County,28109,2018,8.0,8.7,54068,55149,16.1,6380,4136,87.37272727272726,59.09727272727273
Mississippi,MS,Pearl River County,28109,2019,8.3,8.3,54405,55219,17.1,6108,4325,92.33636363636364,55.41712860310422
Mississippi,MS,Pearl River County,28109,2020,7.2,4.9,59269,55512,14.6,5914,4163,97.30818181818182,55.41712860310422
Mississippi,MS,Pearl River County,28109,2021,8.0,5.1,58702,55972,14.5,6161,4346,102.27272727272727,55.41712860310422
Mississippi,MS,Pearl River County,28109,2022,7.0,4.4,54220,56351,15.8,6641,4072,107.23727272727272,55.41712860310422
Mississippi,MS,Perry County,28111,2018,7.2,6.5,46028,12028,18.7,1314,1000,91.59818181818183,51.16272727272728
Mississippi,MS,Perry County,28111,2019,7.7,8.9,49264,12006,19.0,1392,1008,103.18727272727274,55.41712860310422
Mississippi,MS,Perry County,28111,2020,7.6,6.9,54249,11981,18.7,1291,1005,114.77545454545454,55.41712860310422
Mississippi,MS,Perry County,28111,2021,12.0,7.9,51631,11611,21.4,1288,766,126.36363636363636,55.41712860310422
Mississippi,MS,Perry County,28111,2022,8.7,4.6,48333,11511,20.6,1341,509,137.9518181818182,55.41712860310422
Mississippi,MS,Pike County,28113,2018,6.9,7.8,36474,39737,33.8,6233,2544,83.39272727272729,53.42272727272727
Mississippi,MS,Pike County,28113,2019,2.7,7.1,36869,39532,33.0,5873,2481,89.68636363636362,55.41712860310422
Mississippi,MS,Pike County,28113,2020,5.6,8.7,37635,39365,31.4,5686,2742,95.97909090909093,55.41712860310422
Mississippi,MS,Pike County,28113,2021,6.1,7.0,39576,40262,31.8,5994,2862,102.27272727272727,55.41712860310422
Mississippi,MS,Pike County,28113,2022,6.9,7.6,40131,40098,30.7,5769,2455,108.56636363636362,55.41712860310422
Mississippi,MS,Pontotoc County,28115,2018,5.7,8.5,48827,31315,19.2,3805,3167,84.12363636363634,56.050000000000004
Mississippi,MS,Pontotoc County,28115,2019,5.2,6.9,51920,31618,16.2,3589,3297,90.17272727272726,55.41712860310422
Mississippi,MS,Pontotoc County,28115,2020,2.5,4.4,56327,31996,15.3,3455,3661,96.22363636363639,55.41712860310422
Mississippi,MS,Pontotoc County,28115,2021,2.0,3.2,56844,31136,14.5,3622,3259,102.27272727272727,55.41712860310422
Mississippi,MS,Pontotoc County,28115,2022,1.9,3.8,54414,31202,16.7,3664,3167,108.32181818181816,55.41712860310422
Mississippi,MS,Prentiss County,28117,2018,6.9,7.6,44272,25360,23.6,2525,1916,80.70454545454547,51.64636363636364
Mississippi,MS,Prentiss County,28117,2019,5.2,9.8,45537,25255,21.9,2356,2184,87.89818181818181,55.41712860310422
Mississippi,MS,Prentiss County,28117,2020,4.3,4.8,46187,25155,20.1,2108,2546,95.08545454545451,55.41712860310422
Mississippi,MS,Prentiss County,28117,2021,5.0,3.3,50595,25022,16.5,2324,2234,102.27272727272727,55.41712860310422
Mississippi,MS,Prentiss County,28117,2022,4.9,5.0,51578,24945,16.3,2274,2259,109.46000000000004,55.41712860310422
Mississippi,MS,Quitman County,28119,2018,27.7,24.0,30102,7372,35.5,1037,328,80.3163636363636,50.566363636363626
Mississippi,MS,Quitman County,28119,2019,22.0,18.1,29328,7187,35.6,984,358,87.63636363636364,55.41712860310422
Mississippi,MS,Quitman County,28119,2020,14.3,17.0,27868,7038,33.9,898,410,94.95454545454548,55.41712860310422
Mississippi,MS,Quitman County,28119,2021,8.6,21.3,28103,6327,34.8,899,309,102.27272727272727,55.41712860310422
Mississippi,MS,Quitman County,28119,2022,6.5,17.7,31192,6113,30.2,898,300,109.59090909090907,55.41712860310422
Mississippi,MS,Rankin County,28121,2018,4.5,4.0,76177,151240,8.2,15010,17359,112.84818181818183,80.78181818181817
Mississippi,MS,Rankin County,28121,2019,4.8,3.7,76555,152677,8.3,14961,17305,117.35636363636364,55.41712860310422
Mississippi,MS,Rankin County,28121,2020,4.9,4.5,78557,154119,9.0,14787,16689,121.86,55.41712860310422
Mississippi,MS,Rankin County,28121,2021,4.3,4.5,78835,156052,9.6,14033,17777,126.36363636363636,55.41712860310422
Mississippi,MS,Rankin County,28121,2022,4.3,4.5,76460,157185,9.5,13995,17788,130.86727272727273,55.41712860310422
Mississippi,MS,Scott County,28123,2018,8.1,7.8,39807,28415,29.0,3927,1772,82.70181818181817,54.09090909090909
Mississippi,MS,Scott County,28123,2019,8.9,5.2,40534,28332,25.5,4071,1968,89.22909090909091,55.41712860310422
Mississippi,MS,Scott County,28123,2020,10.4,4.4,45967,28288,24.7,3772,2570,95.74727272727274,55.41712860310422
Mississippi,MS,Scott County,28123,2021,9.5,5.1,46894,28062,22.8,3715,2374,102.27272727272727,55.41712860310422
Mississippi,MS,Scott County,28123,2022,7.6,4.7,44968,27943,21.9,3457,2435,108.79818181818179,55.41712860310422
Mississippi,MS,Sharkey County,28125,2018,11.4,22.8,33983,4511,25.9,760,237,80.02272727272727,49.803636363636365
Mississippi,MS,Sharkey County,28125,2019,8.5,24.8,34097,4404,27.4,791,206,87.44181818181819,55.41712860310422
Mississippi,MS,Sharkey County,28125,2020,7.7,13.3,41068,4427,24.1,763,175,94.8536363636364,55.41712860310422
Mississippi,MS,Sharkey County,28125,2021,9.8,7.9,42485,4160,27.3,718,165,102.27272727272727,55.41712860310422
Mississippi,MS,Sharkey County,28125,2022,10.9,14.4,41000,3910,26.9,682,129,109.69181818181815,55.41712860310422
Mississippi,MS,Simpson County,28127,2018,11.1,5.4,44776,27073,24.9,3078,2273,93.29363636363637,55.50818181818182
Mississippi,MS,Simpson County,28127,2019,8.8,6.3,50866,26888,19.4,2743,2526,104.31363636363632,55.41712860310422
Mississippi,MS,Simpson County,28127,2020,6.8,7.2,49913,26818,19.2,2866,2339,115.34363636363636,55.41712860310422
Mississippi,MS,Simpson County,28127,2021,6.8,6.9,47788,26064,19.2,3236,1928,126.36363636363636,55.41712860310422
Mississippi,MS,Simpson County,28127,2022,5.8,6.2,50867,25889,17.1,3097,2088,137.38363636363638,55.41712860310422
Mississippi,MS,Smith County,28129,2018,2.7,4.0,49155,16063,16.9,1934,1508,79.84000000000002,49.55454545454545
Mississippi,MS,Smith County,28129,2019,3.9,4.6,50002,16009,18.9,1985,1347,87.31272727272724,55.41712860310422
Mississippi,MS,Smith County,28129,2020,4.1,4.7,51421,15919,16.4,1970,1197,94.79181818181816,55.41712860310422
Mississippi,MS,Smith County,28129,2021,2.9,5.6,56453,14483,15.6,1732,1076,102.27272727272727,55.41712860310422
Mississippi,MS,Smith County,28129,2022,3.4,3.6,51983,14310,18.2,1807,806,109.75363636363637,55.41712860310422
Mississippi,MS,Stone County,28131,2018,6.6,3.1,52962,18375,17.1,1895,1588,94.72363636363634,55.76727272727273
Mississippi,MS,Stone County,28131,2019,5.5,1.3,52760,18276,19.8,1733,1574,105.2690909090909,55.41712860310422
Mississippi,MS,Stone County,28131,2020,8.3,5.1,54835,18282,17.0,1694,1538,115.82,55.41712860310422
Mississippi,MS,Stone County,28131,2021,8.4,6.6,55380,18356,18.5,1955,1488,126.36363636363636,55.41712860310422
Mississippi,MS,Stone County,28131,2022,6.7,9.4,55894,18360,20.8,2150,1293,136.90727272727273,55.41712860310422
Mississippi,MS,Sunflower County,28133,2018,14.5,17.9,35434,26532,31.5,4109,975,80.89454545454545,51.393636363636375
Mississippi,MS,Sunflower County,28133,2019,12.7,14.9,35772,26168,31.7,4006,1013,88.02181818181818,55.41712860310422
Mississippi,MS,Sunflower County,28133,2020,10.9,11.1,36242,25759,30.6,3712,1215,95.14727272727274,55.41712860310422
Mississippi,MS,Sunflower County,28133,2021,12.4,10.0,35543,26295,31.3,3661,1063,102.27272727272727,55.41712860310422
Mississippi,MS,Sunflower County,28133,2022,11.2,10.9,37403,25867,28.7,3545,1201,109.39818181818183,55.41712860310422
Mississippi,MS,Tallahatchie County,28135,2018,20.3,6.9,35433,14361,30.6,1934,378,76.4690909090909,45.26818181818182
Mississippi,MS,Tallahatchie County,28135,2019,19.1,6.3,34642,14158,31.7,1784,407,85.07636363636365,55.41712860310422
Mississippi,MS,Tallahatchie County,28135,2020,14.1,7.7,34998,14041,26.8,1628,397,93.67363636363639,55.41712860310422
Mississippi,MS,Tallahatchie County,28135,2021,14.0,12.6,34318,12917,29.1,1497,434,102.27272727272727,55.41712860310422
Mississippi,MS,Tallahatchie County,28135,2022,13.6,9.3,35428,12621,25.7,1595,414,110.87181818181816,55.41712860310422
Mississippi,MS,Tate County,28137,2018,10.4,4.7,60246,28493,19.7,3621,1969,96.20454545454545,58.529090909090925
Mississippi,MS,Tate County,28137,2019,7.3,4.7,59195,28404,18.1,3564,2036,106.25454545454545,55.41712860310422
Mississippi,MS,Tate County,28137,2020,5.3,5.4,64099,28419,16.3,3422,2172,116.30909090909091,55.41712860310422
Mississippi,MS,Tate County,28137,2021,6.7,7.2,59775,28123,15.3,3247,2076,126.36363636363636,55.41712860310422
Mississippi,MS,Tate County,28137,2022,7.5,7.0,61286,28094,16.7,3260,2065,136.4181818181818,55.41712860310422
Mississippi,MS,Tippah County,28139,2018,10.0,5.7,47010,21990,19.7,2410,1845,78.75363636363635,47.69909090909091
Mississippi,MS,Tippah County,28139,2019,5.2,3.6,45525,22018,20.0,2548,1924,86.5918181818182,55.41712860310422
Mississippi,MS,Tippah County,28139,2020,7.4,4.9,43578,21976,21.2,2624,1892,94.43636363636365,55.41712860310422
Mississippi,MS,Tippah County,28139,2021,5.6,7.3,45242,21877,20.6,2529,1646,102.27272727272727,55.41712860310422
Mississippi,MS,Tippah County,28139,2022,6.8,5.2,47968,21769,18.9,1967,2098,110.10909090909087,55.41712860310422
Mississippi,MS,Tishomingo County,28141,2018,11.2,8.3,44028,19478,17.8,1887,1885,78.10363636363637,47.190909090909095
Mississippi,MS,Tishomingo County,28141,2019,8.5,4.3,43710,19441,19.7,2039,1783,86.15545454545453,55.41712860310422
Mississippi,MS,Tishomingo County,28141,2020,5.4,3.7,44047,19396,20.2,2034,1777,94.21363636363638,55.41712860310422
Mississippi,MS,Tishomingo County,28141,2021,5.9,3.4,44029,18945,20.8,1824,1727,102.27272727272727,55.41712860310422
Mississippi,MS,Tishomingo County,28141,2022,3.7,3.4,45545,18837,19.2,1833,1602,110.33181818181816,55.41712860310422
Mississippi,MS,Tunica County,28143,2018,12.2,8.7,44630,10170,21.9,1628,678,98.42727272727271,61.04727272727271
Mississippi,MS,Tunica County,28143,2019,11.0,3.8,45669,9988,24.0,1763,583,107.73636363636366,55.41712860310422
Mississippi,MS,Tunica County,28143,2020,10.0,6.3,39658,9807,31.7,1818,484,117.05,55.41712860310422
Mississippi,MS,Tunica County,28143,2021,13.3,12.9,44882,9949,32.4,2012,266,126.36363636363636,55.41712860310422
Mississippi,MS,Tunica County,28143,2022,15.3,9.3,41676,9787,31.4,1858,303,135.67727272727274,55.41712860310422
Mississippi,MS,Union County,28145,2018,7.1,5.6,48719,28356,15.6,2597,3162,85.06727272727272,56.9390909090909
Mississippi,MS,Union County,28145,2019,5.5,6.2,53075,28507,15.1,2132,3459,90.80272727272728,55.41712860310422
Mississippi,MS,Union County,28145,2020,5.4,5.4,54415,28578,11.2,2940,3283,96.53727272727274,55.41712860310422
Mississippi,MS,Union County,28145,2021,5.1,5.3,55092,27775,12.3,2889,3270,102.27272727272727,55.41712860310422
Mississippi,MS,Union County,28145,2022,4.5,3.7,55970,27880,12.3,3021,3097,108.00818181818181,55.41712860310422
Mississippi,MS,Walthall County,28147,2018,6.5,6.0,35169,14601,27.7,2085,901,79.3218181818182,49.45272727272727
Mississippi,MS,Walthall County,28147,2019,4.7,2.9,35915,14477,24.0,1893,1001,86.96727272727274,55.41712860310422
Mississippi,MS,Walthall County,28147,2020,5.6,3.9,38601,14423,19.3,1306,1499,94.61909090909093,55.41712860310422
Mississippi,MS,Walthall County,28147,2021,13.3,6.1,37719,13981,25.6,1380,1570,102.27272727272727,55.41712860310422
Mississippi,MS,Walthall County,28147,2022,9.1,4.2,37145,13888,20.3,1364,1332,109.92636363636362,55.41712860310422
Mississippi,MS,Warren County,28149,2018,7.3,7.1,50786,47075,20.6,5985,3745,88.92454545454542,61.19454545454546
Mississippi,MS,Warren County,28149,2019,6.5,6.2,52331,46519,20.6,6255,3380,93.37272727272726,55.41712860310422
Mississippi,MS,Warren County,28149,2020,5.8,7.6,53945,46030,20.8,6490,2946,97.82636363636362,55.41712860310422
Mississippi,MS,Warren County,28149,2021,5.7,7.5,55248,45141,19.0,6356,3082,102.27272727272727,55.41712860310422
Mississippi,MS,Warren County,28149,2022,3.1,6.3,54117,44341,18.1,5725,3460,106.7190909090909,55.41712860310422
Mississippi,MS,Washington County,28151,2018,12.5,17.8,36384,47086,33.3,8056,2072,85.44272727272728,56.78090909090909
Mississippi,MS,Washington County,28151,2019,11.4,15.0,34458,46057,33.9,7143,2173,91.04909090909092,55.41712860310422
Mississippi,MS,Washington County,28151,2020,10.0,10.2,36813,45072,30.9,6646,1927,96.66090909090909,55.41712860310422
Mississippi,MS,Washington County,28151,2021,10.0,9.8,37495,45616,30.4,6417,2212,102.27272727272727,55.41712860310422
Mississippi,MS,Washington County,28151,2022,11.7,7.3,38394,44604,29.3,6095,2239,107.88454545454546,55.41712860310422
Mississippi,MS,Wayne County,28153,2018,11.5,7.2,44805,20422,22.0,2755,1464,77.40545454545456,45.72545454545454
Mississippi,MS,Wayne County,28153,2019,11.6,6.8,43739,20373,20.5,3371,1092,85.69636363636366,55.41712860310422
Mississippi,MS,Wayne County,28153,2020,13.9,7.5,38654,20344,21.2,3039,1298,93.9818181818182,55.41712860310422
Mississippi,MS,Wayne County,28153,2021,10.4,3.8,37895,19824,18.0,2543,1326,102.27272727272727,55.41712860310422
Mississippi,MS,Wayne County,28153,2022,11.9,5.6,34875,19760,22.1,2506,1342,110.56363636363636,55.41712860310422
Mississippi,MS,Webster County,28155,2018,6.7,3.6,48006,9828,25.5,1231,843,78.81727272727274,47.58454545454545
Mississippi,MS,Webster County,28155,2019,6.3,3.0,53047,9768,22.2,1229,759,86.6390909090909,55.41712860310422
Mississippi,MS,Webster County,28155,2020,6.5,5.3,60239,9727,17.9,1001,1048,94.45636363636366,55.41712860310422
Mississippi,MS,Webster County,28155,2021,9.4,6.1,58166,9938,16.5,1074,1100,102.27272727272727,55.41712860310422
Mississippi,MS,Webster County,28155,2022,6.6,6.2,55657,9942,15.8,1061,1091,110.08909090909088,55.41712860310422
Mississippi,MS,Wilkinson County,28157,2018,5.2,17.8,31387,8990,32.8,1105,387,76.4690909090909,44.49363636363636
Mississippi,MS,Wilkinson County,28157,2019,3.5,18.5,31683,8875,34.7,1002,406,85.07636363636365,55.41712860310422
Mississippi,MS,Wilkinson County,28157,2020,6.9,8.6,35374,8727,28.1,929,555,93.67363636363639,55.41712860310422
Mississippi,MS,Wilkinson County,28157,2021,7.9,5.3,34239,8706,21.4,1157,473,102.27272727272727,55.41712860310422
Mississippi,MS,Wilkinson County,28157,2022,7.3,5.2,34928,8531,21.5,1123,426,110.87181818181816,55.41712860310422
Mississippi,MS,Winston County,28159,2018,9.0,7.5,42733,18358,23.0,2165,1496,84.49909090909092,55.66727272727272
Mississippi,MS,Winston County,28159,2019,6.8,7.4,40280,18229,23.1,2050,1382,90.42727272727272,55.41712860310422
Mississippi,MS,Winston County,28159,2020,9.3,7.3,44834,18116,24.0,2179,1305,96.34545454545452,55.41712860310422
Mississippi,MS,Winston County,28159,2021,8.9,7.2,43300,17846,25.4,2098,1438,102.27272727272727,55.41712860310422
Mississippi,MS,Winston County,28159,2022,8.8,5.2,45516,17741,26.0,2253,1313,108.20000000000003,55.41712860310422
Mississippi,MS,Yalobusha County,28161,2018,3.9,4.9,49400,12421,16.2,1370,990,77.2809090909091,46.91454545454545
Mississippi,MS,Yalobusha County,28161,2019,5.3,5.7,48098,12367,18.4,1419,955,85.60727272727273,55.41712860310422
Mississippi,MS,Yalobusha County,28161,2020,8.1,5.3,47656,12276,20.8,1719,664,93.94000000000001,55.41712860310422
Mississippi,MS,Yalobusha County,28161,2021,5.9,3.6,48339,12586,21.9,1700,749,102.27272727272727,55.41712860310422
Mississippi,MS,Yalobusha County,28161,2022,6.8,3.4,47006,12499,20.5,1508,932,110.60545454545453,55.41712860310422
Mississippi,MS,Yazoo County,28163,2018,17.3,12.3,37054,27974,32.5,3716,1512,90.39,49.81818181818182
Mississippi,MS,Yazoo County,28163,2019,17.2,12.6,38604,28565,31.8,3779,1454,102.37545454545453,55.41712860310422
Mississippi,MS,Yazoo County,28163,2020,14.7,9.1,37638,28511,32.1,3521,1686,114.37090909090908,55.41712860310422
Mississippi,MS,Yazoo County,28163,2021,11.0,7.6,43640,27924,27.0,2914,1880,126.36363636363636,55.41712860310422
Mississippi,MS,Yazoo County,28163,2022,9.8,11.0,41867,27467,29.1,2768,1944,138.35636363636365,55.41712860310422
Missouri,MO,Adair County,29001,2018,4.8,8.2,47254,25325,26.4,1914,1934,155.94018808777432,121.19676767676766
Missouri,MO,Adair County,29001,2019,4.9,6.4,48638,25369,23.8,2045,1960,155.94018808777432,121.19676767676766
Missouri,MO,Adair County,29001,2020,7.0,4.5,48646,25468,23.0,2172,2049,155.94018808777432,121.19676767676766
Missouri,MO,Adair County,29001,2021,5.9,4.5,50837,25339,22.9,1897,2252,155.94018808777432,121.19676767676766
Missouri,MO,Adair County,29001,2022,6.0,5.0,51020,25299,23.6,1877,2341,155.94018808777432,121.19676767676766
Missouri,MO,Andrew County,29003,2018,1.9,4.2,65706,17403,8.6,1204,2093,155.94018808777432,121.19676767676766
Missouri,MO,Andrew County,29003,2019,2.4,3.5,68176,17503,7.9,1167,2195,155.94018808777432,121.19676767676766
Missouri,MO,Andrew County,29003,2020,2.4,5.3,67748,17554,7.8,1254,2208,155.94018808777432,121.19676767676766
Missouri,MO,Andrew County,29003,2021,2.6,6.4,69508,18023,7.4,1367,2151,155.94018808777432,121.19676767676766
Missouri,MO,Andrew County,29003,2022,2.2,5.8,68774,18069,7.6,1307,2115,155.94018808777432,121.19676767676766
Missouri,MO,Atchison County,29005,2018,3.9,2.7,57094,5270,10.2,318,585,54.692727272727275,121.19676767676766
Missouri,MO,Atchison County,29005,2019,3.2,1.9,58274,5229,12.1,320,582,155.94018808777432,121.19676767676766
Missouri,MO,Atchison County,29005,2020,6.3,1.3,59369,5180,11.2,417,527,155.94018808777432,121.19676767676766
Missouri,MO,Atchison County,29005,2021,4.5,1.9,58715,5312,11.7,418,568,155.94018808777432,121.19676767676766
Missouri,MO,Atchison County,29005,2022,3.8,1.6,58521,5270,11.6,426,527,155.94018808777432,121.19676767676766
Missouri,MO,Audrain County,29007,2018,8.1,6.3,51638,25735,15.3,1996,2617,155.94018808777432,121.19676767676766
Missouri,MO,Audrain County,29007,2019,5.7,3.6,51343,25644,15.1,2055,2481,155.94018808777432,121.19676767676766
Missouri,MO,Audrain County,29007,2020,7.0,3.2,51404,25336,14.8,1910,2653,155.94018808777432,121.19676767676766
Missouri,MO,Audrain County,29007,2021,5.9,3.5,51424,25223,16.8,1873,2779,155.94018808777432,121.19676767676766
Missouri,MO,Audrain County,29007,2022,6.4,1.3,51745,24873,18.1,2130,2324,155.94018808777432,121.19676767676766
Missouri,MO,Barry County,29009,2018,7.1,2.8,48926,35493,21.0,4150,2290,155.94018808777432,121.19676767676766
Missouri,MO,Barry County,29009,2019,7.1,2.5,51507,35530,21.1,3883,2620,155.94018808777432,121.19676767676766
Missouri,MO,Barry County,29009,2020,5.4,1.7,52683,35615,18.2,4058,2538,155.94018808777432,121.19676767676766
Missouri,MO,Barry County,29009,2021,3.2,3.0,54036,34648,17.9,3944,2510,155.94018808777432,121.19676767676766
Missouri,MO,Barry County,29009,2022,3.2,3.8,55592,34701,18.5,3564,2821,155.94018808777432,121.19676767676766
Missouri,MO,Barton County,29011,2018,2.1,8.6,49118,11850,21.6,1205,1020,155.94018808777432,121.19676767676766
Missouri,MO,Barton County,29011,2019,1.4,11.2,51185,11797,20.3,1198,1082,155.94018808777432,121.19676767676766
Missouri,MO,Barton County,29011,2020,1.7,10.5,51187,11732,20.7,1026,1096,155.94018808777432,121.19676767676766
Missouri,MO,Barton County,29011,2021,2.7,9.4,49173,11712,22.1,1083,1152,155.94018808777432,121.19676767676766
Missouri,MO,Barton County,29011,2022,2.4,8.9,48105,11683,22.2,1098,1219,155.94018808777432,121.19676767676766
Missouri,MO,Bates County,29013,2018,4.2,4.6,54499,16374,12.3,1359,1734,155.94018808777432,121.19676767676766
Missouri,MO,Bates County,29013,2019,4.6,4.5,55245,16296,12.0,1319,1748,155.94018808777432,121.19676767676766
Missouri,MO,Bates County,29013,2020,5.3,4.7,53743,16282,14.7,1571,1517,155.94018808777432,121.19676767676766
Missouri,MO,Bates County,29013,2021,7.3,4.7,56781,16100,16.7,1713,1350,155.94018808777432,121.19676767676766
Missouri,MO,Bates County,29013,2022,10.0,5.3,54122,16101,19.1,1445,1680,155.94018808777432,121.19676767676766
Missouri,MO,Benton County,29015,2018,5.8,10.5,44873,18989,19.1,1363,1199,155.94018808777432,121.19676767676766
Missouri,MO,Benton County,29015,2019,6.2,9.8,46689,19107,17.7,1343,1349,155.94018808777432,121.19676767676766
Missouri,MO,Benton County,29015,2020,6.7,7.7,48014,19305,18.2,1425,1223,155.94018808777432,121.19676767676766
Missouri,MO,Benton County,29015,2021,5.9,8.5,49631,19351,18.4,1403,1331,155.94018808777432,121.19676767676766
Missouri,MO,Benton County,29015,2022,5.1,4.9,50229,19616,17.5,1560,1212,155.94018808777432,121.19676767676766
Missouri,MO,Bollinger County,29017,2018,3.5,5.3,50722,12281,17.0,1281,1071,155.94018808777432,121.19676767676766
Missouri,MO,Bollinger County,29017,2019,3.9,4.2,51223,12225,15.2,1310,960,155.94018808777432,121.19676767676766
Missouri,MO,Bollinger County,29017,2020,7.1,4.2,51911,12181,15.7,1368,930,155.94018808777432,121.19676767676766
Missouri,MO,Bollinger County,29017,2021,5.4,4.0,55863,10758,13.9,1272,833,155.94018808777432,121.19676767676766
Missouri,MO,Bollinger County,29017,2022,7.3,2.8,52306,10658,14.9,1388,702,155.94018808777432,121.19676767676766
Missouri,MO,Boone County,29019,2018,3.5,5.1,63771,176515,18.3,12845,18330,155.94018808777432,121.19676767676766
Missouri,MO,Boone County,29019,2019,4.4,4.0,64180,177651,17.9,13161,17554,155.94018808777432,121.19676767676766
Missouri,MO,Boone County,29019,2020,3.4,3.6,67551,179704,16.9,14343,16569,155.94018808777432,121.19676767676766
Missouri,MO,Boone County,29019,2021,3.8,3.8,68292,182170,16.8,15056,17074,155.94018808777432,121.19676767676766
Missouri,MO,Boone County,29019,2022,4.3,3.5,66564,184043,17.8,14363,18007,155.94018808777432,121.19676767676766
Missouri,MO,Buchanan County,29021,2018,3.6,6.5,59539,89076,17.2,9142,7775,155.94018808777432,121.19676767676766
Missouri,MO,Buchanan County,29021,2019,3.3,5.7,60223,88460,17.2,9159,7307,155.94018808777432,121.19676767676766
Missouri,MO,Buchanan County,29021,2020,4.2,5.6,59723,87904,15.7,8751,6982,155.94018808777432,121.19676767676766
Missouri,MO,Buchanan County,29021,2021,4.9,4.8,58940,85545,15.9,8346,6980,155.94018808777432,121.19676767676766
Missouri,MO,Buchanan County,29021,2022,4.8,4.8,58303,84544,16.6,8340,6905,155.94018808777432,121.19676767676766
Missouri,MO,Butler County,29023,2018,6.0,12.2,46088,42733,21.8,4802,3282,155.94018808777432,121.19676767676766
Missouri,MO,Butler County,29023,2019,5.2,10.4,46301,42656,23.7,5009,3146,155.94018808777432,121.19676767676766
Missouri,MO,Butler County,29023,2020,5.8,7.9,48561,42570,21.9,4647,3030,155.94018808777432,121.19676767676766
Missouri,MO,Butler County,29023,2021,5.9,7.2,48878,42314,21.3,4535,3224,155.94018808777432,121.19676767676766
Missouri,MO,Butler County,29023,2022,5.4,5.1,47245,42280,21.1,4197,3008,155.94018808777432,121.19676767676766
Missouri,MO,Caldwell County,29025,2018,2.8,2.3,56679,9049,14.9,926,803,155.94018808777432,121.19676767676766
Missouri,MO,Caldwell County,29025,2019,2.1,4.2,57813,9039,15.9,868,729,155.94018808777432,121.19676767676766
